name	Isloated	Phylum
AF41_18	gut	Firmicutes
AF42_3BH	gut	Firmicutes
AF45_13BH	gut	Firmicutes
AM14_19	gut	Firmicutes
AM32_2AC	gut	Firmicutes
AM37_3BH	gut	Firmicutes
AM43_40	gut	Firmicutes
AM48_8	gut	Firmicutes
AF31_17AC	gut	Firmicutes
AF45_14BH	gut	Firmicutes
AM34_3LB	gut	Firmicutes
AM48_23BH	gut	Firmicutes
TM10_1AC	gut	Firmicutes
AF06_19	gut	Firmicutes
AF12_8	gut	Firmicutes
AF17_27	gut	Firmicutes
AF18_16LB	gut	Firmicutes
AF18_18LB	gut	Firmicutes
AF19_3AC	gut	Firmicutes
AF19_4	gut	Firmicutes
AF24_17	gut	Firmicutes
AF24_9LB	gut	Firmicutes
AF25_15	gut	Firmicutes
AF36_2BH	gut	Firmicutes
AF38_24	gut	Firmicutes
AF39_14AC	gut	Firmicutes
AM16_11	gut	Firmicutes
AM22_4	gut	Firmicutes
AM26_2LB	gut	Firmicutes
AM29_10	gut	Firmicutes
AM30_13AC	gut	Firmicutes
AM31_7AC	gut	Firmicutes
AM36_3AA	gut	Firmicutes
AM42_1	gut	Firmicutes
AM42_17AT	gut	Firmicutes
AM44_1AT	gut	Firmicutes
AM44_2AT	gut	Firmicutes
AM47_6BH	gut	Firmicutes
AM48_7	gut	Firmicutes
AM54_25XD	gut	Firmicutes
OM05_3AA	gut	Firmicutes
OM05_6AA	gut	Firmicutes
OM05_8AA	gut	Firmicutes
OM07_13	gut	Firmicutes
OM08_12AT	gut	Firmicutes
TF11_15AC	gut	Firmicutes
TM10_3	gut	Firmicutes
AF18_3	gut	Firmicutes
AF19_17	gut	Firmicutes
AM28_8LB	gut	Firmicutes
AM35_6AC	gut	Firmicutes
AM47_9	gut	Firmicutes
OF10_16	gut	Firmicutes
TF05_29	gut	Firmicutes
TF12_12	gut	Firmicutes
AF17_7	gut	Firmicutes
AF19_12LB	gut	Firmicutes
AF15_50	gut	Firmicutes
AF16_48	gut	Firmicutes
AF34_35BH	gut	Firmicutes
AF36_5BH	gut	Firmicutes
AF37_4	gut	Firmicutes
AM23_22	gut	Firmicutes
AM32_23AC	gut	Firmicutes
AM40_7BH	gut	Firmicutes
AM42_30	gut	Firmicutes
AM43_2	gut	Firmicutes
AM44_11BH	gut	Firmicutes
AF10_46	gut	Firmicutes
AF27_11BH	gut	Firmicutes
AM43_5AT	gut	Firmicutes
OF03_6AC	gut	Firmicutes
AF10_13	gut	Firmicutes
AF29_11BH	gut	Firmicutes
AF31_14AC	gut	Firmicutes
AF32_8AC	gut	Firmicutes
AF36_11AT	gut	Firmicutes
AM33_14AC	gut	Firmicutes
AM36_18BH	gut	Firmicutes
AM37_13AC	gut	Firmicutes
AM39_7BH	gut	Firmicutes
AM42_11AC	gut	Firmicutes
OF04_11AC	gut	Firmicutes
AF19_2LB	gut	Firmicutes
AM29_6AC	gut	Firmicutes
AM31_12AC	gut	Firmicutes
AM41_5BH	gut	Firmicutes
AM43_11BH	gut	Firmicutes
OM07_11	gut	Firmicutes
AM10_47	gut	Firmicutes
OM04_13BH	gut	Firmicutes
AF16_15	gut	Firmicutes
AF36_19BH	gut	Firmicutes
TM09_10	gut	Firmicutes
AF12_30	gut	Firmicutes
AF36_3BH	gut	Firmicutes
AM55_24TS	gut	Firmicutes
AM41_11	gut	Firmicutes
AF22_6AC	gut	Firmicutes
AM59_13	gut	Firmicutes
OM08_11AC	gut	Firmicutes
AM25_1	gut	Fusobacteria
AM25_18LB	gut	Fusobacteria
OM06_15BH	gut	Fusobacteria
OF01_15LB	gut	Fusobacteria
AM22_17	gut	Fusobacteria
TM07_10	gut	Fusobacteria
AF24_29	gut	Firmicutes
AF37_11	gut	Proteobacteria
AM17_27	gut	Proteobacteria
AM28_14AC	gut	Proteobacteria
OM02_11LB	gut	Proteobacteria
TF06_5AC	gut	Proteobacteria
TF06_6	gut	Proteobacteria
TM10_8AC	gut	Proteobacteria
AM23_2LB	gut	Firmicutes
AM40_2BH	gut	Firmicutes
TM07_2AC	gut	Firmicutes
OM02_3	gut	Firmicutes
OM02_31	gut	Firmicutes
TF09_5	gut	Firmicutes
AM25_11LB	gut	Firmicutes
AM25_22	gut	Firmicutes
AM25_39	gut	Firmicutes
AM25_40	gut	Firmicutes
AM25_17	gut	Firmicutes
AM10_38	gut	Firmicutes
AM21_21	gut	Firmicutes
AM23_7LB	gut	Firmicutes
AM25_27	gut	Firmicutes
AM26_1LB	gut	Firmicutes
OM02_26	gut	Firmicutes
TF10_8AT	gut	Firmicutes
AF08_3	gut	Firmicutes
AM33_2AC	gut	Firmicutes
AF11_4_H	gut	Firmicutes
AF15_40LB	gut	Firmicutes
AF16_22LB	gut	Firmicutes
TF08_1	gut	Firmicutes
AM25_20AC	gut	Firmicutes
AM25_25	gut	Firmicutes
TF10_9AT	gut	Firmicutes
AM09_40	gut	Firmicutes
AM25_8	gut	Firmicutes
OM08_20	gut	Firmicutes
AM13_9	gut	Firmicutes
AM11_49	gut	Firmicutes
AF12_42	gut	Firmicutes
AM23_11	gut	Firmicutes
TM04_24	gut	Firmicutes
AF27_12	gut	Firmicutes
AF29_2	gut	Firmicutes
OM02_7LB	gut	Firmicutes
AM25_21AC	gut	Firmicutes
OF09_27XD	gut	Bacteroidetes
AF14_6AC	gut	Bacteroidetes
AF15_47	gut	Bacteroidetes
AF16_14	gut	Bacteroidetes
AF36_2	gut	Bacteroidetes
AM30_21	gut	Bacteroidetes
AM42_31	gut	Bacteroidetes
AM43_5	gut	Bacteroidetes
OF03_11	gut	Bacteroidetes
TF07_21_d	gut	Firmicutes
AF14_4AC	gut	Bacteroidetes
AF18_10	gut	Bacteroidetes
AF25_36AC	gut	Bacteroidetes
AF33_31	gut	Bacteroidetes
AF36_3	gut	Bacteroidetes
AF42_3	gut	Bacteroidetes
AM15_13	gut	Bacteroidetes
AM16_4	gut	Bacteroidetes
AM25_3	gut	Bacteroidetes
AM26_10	gut	Bacteroidetes
AM26_22AC	gut	Bacteroidetes
AM30_4	gut	Bacteroidetes
AM32_23	gut	Bacteroidetes
AM33_1	gut	Bacteroidetes
AM38_13AC	gut	Bacteroidetes
AM50_1	gut	Bacteroidetes
AM54_10XD	gut	Bacteroidetes
AM59_9XD	gut	Bacteroidetes
OF04_11BH	gut	Bacteroidetes
OM02_13	gut	Bacteroidetes
OM07_5BH	gut	Bacteroidetes
TF10_4	gut	Bacteroidetes
OM02_37	gut	Bacteroidetes
AF19_8	gut	Bacteroidetes
AF26_22BH	gut	Bacteroidetes
AF31_17	gut	Bacteroidetes
AF33_34	gut	Bacteroidetes
AF35_4AC	gut	Bacteroidetes
AF38_4	gut	Bacteroidetes
AM14_15	gut	Bacteroidetes
AM16_50	gut	Bacteroidetes
AM26_6AC	gut	Bacteroidetes
AM30_44	gut	Bacteroidetes
AM34_17	gut	Bacteroidetes
AM48_24BH	gut	Bacteroidetes
AM50_15	gut	Bacteroidetes
OM05_11AA	gut	Bacteroidetes
OM06_16AC	gut	Bacteroidetes
AF19_14	gut	Bacteroidetes
AF21_43	gut	Bacteroidetes
AF27_14	gut	Bacteroidetes
AF39_10AC	gut	Bacteroidetes
AM17_47	gut	Bacteroidetes
AM18_12LB	gut	Bacteroidetes
AM25_14	gut	Bacteroidetes
AM27_42	gut	Bacteroidetes
AM44_16	gut	Bacteroidetes
OF04_13BH	gut	Bacteroidetes
TF09_4	gut	Bacteroidetes
TF12_11	gut	Bacteroidetes
AF17_3	gut	Bacteroidetes
AF15_8	gut	Bacteroidetes
AF10_17	gut	Bacteroidetes
AF11_14	gut	Bacteroidetes
AF12_50	gut	Bacteroidetes
AF15_25	gut	Bacteroidetes
AF22_1	gut	Bacteroidetes
AF24_12	gut	Bacteroidetes
AF29_19	gut	Bacteroidetes
AF38_11	gut	Bacteroidetes
AF43_2	gut	Bacteroidetes
AF46_2NS	gut	Bacteroidetes
AM16_54	gut	Bacteroidetes
AM22_1	gut	Bacteroidetes
AM22_19	gut	Bacteroidetes
AM22_2	gut	Bacteroidetes
AM42_23AC	gut	Bacteroidetes
OF03_3	gut	Bacteroidetes
OM04_1	gut	Bacteroidetes
OM06_11	gut	Bacteroidetes
TF06_40	gut	Bacteroidetes
TF09_12	gut	Bacteroidetes
AM42_24	gut	Bacteroidetes
AF42_9	gut	Bacteroidetes
OF05_25	gut	Actinobacteria
AF22_12AC	gut	Firmicutes
AF31_21AC	gut	Firmicutes
AF36_10AT	gut	Firmicutes
AM22_21LB	gut	Firmicutes
AM37_1AC	gut	Firmicutes
AM43_11	gut	Firmicutes
AF21_31	gut	Firmicutes
AF24_4	gut	Firmicutes
AF28_15	gut	Firmicutes
AM23_23AC	gut	Firmicutes
AM27_11	gut	Firmicutes
AM32_8LB	gut	Firmicutes
AM42_1AC	gut	Firmicutes
TF10_5	gut	Firmicutes
AM59_24XD	gut	Firmicutes
AF02_12	gut	Firmicutes
AF12_17LB	gut	Firmicutes
AF15_21	gut	Firmicutes
AF20_18LB	gut	Firmicutes
AF22_2LB	gut	Firmicutes
AF22_8AC	gut	Firmicutes
AF25_13LB	gut	Firmicutes
AF25_15LB	gut	Firmicutes
AF25_18LB	gut	Firmicutes
AF25_25LB	gut	Firmicutes
AF34_16	gut	Firmicutes
AF42_8	gut	Firmicutes
OM03_18	gut	Firmicutes
OM03_7AC	gut	Firmicutes
OM04_10AA	gut	Firmicutes
OM04_10BH	gut	Firmicutes
OM04_15AA	gut	Firmicutes
AF15_36	gut	Firmicutes
AF21_10LB	gut	Firmicutes
AF25_7LB	gut	Firmicutes
AM32_13AC	gut	Firmicutes
AM46_2BH	gut	Firmicutes
CF01_14	gut	Firmicutes
TM09_18AC	gut	Firmicutes
TM09_5AC	gut	Firmicutes
TM10_21	gut	Firmicutes
AF13_14A	gut	Firmicutes
AF19_16AC	gut	Firmicutes
AF24_23LB	gut	Firmicutes
AF27_4BH	gut	Firmicutes
AF33_12	gut	Firmicutes
AF34_4BH	gut	Firmicutes
AM12_54	gut	Firmicutes
AM13_39	gut	Firmicutes
AM17_51	gut	Firmicutes
AM21_18	gut	Firmicutes
AM21_41	gut	Firmicutes
AM22_7AC	gut	Firmicutes
AM25_19	gut	Firmicutes
AM27_32	gut	Firmicutes
AM32_6	gut	Firmicutes
AM38_12	gut	Firmicutes
AM51_4BH	gut	Firmicutes
TF01_20_2	gut	Firmicutes
TM04_16	gut	Firmicutes
AM09_9	gut	Firmicutes
AM25_1LB	gut	Firmicutes
TF11_7	gut	Firmicutes
AF14_23	gut	Firmicutes
AF14_52	gut	Firmicutes
AF21_24	gut	Firmicutes
AF24_10LB	gut	Firmicutes
AF25_21	gut	Firmicutes
AF29_2BH	gut	Firmicutes
AF35_14AC	gut	Firmicutes
AF37_6AC	gut	Firmicutes
AF39_4	gut	Firmicutes
AM18_2AC	gut	Firmicutes
AM22_9LB	gut	Firmicutes
AM27_32LB	gut	Firmicutes
AM28_23	gut	Firmicutes
AM29_25AC	gut	Firmicutes
AM32_10AC	gut	Firmicutes
AM34_12	gut	Firmicutes
AM37_4AC	gut	Firmicutes
AM39_5AC	gut	Firmicutes
AM41_5	gut	Firmicutes
AM43_41	gut	Firmicutes
AM54_7NE	gut	Firmicutes
OF03_14	gut	Firmicutes
OM03_6	gut	Firmicutes
OM06_11AA	gut	Firmicutes
TF09_10AC	gut	Firmicutes
TM09_13AC	gut	Firmicutes
OM02_16LB	gut	Firmicutes
AF16_40	gut	Firmicutes
AF17_11	gut	Firmicutes
AF37_3AC	gut	Firmicutes
AF42_10	gut	Firmicutes
AF43_11	gut	Firmicutes
AM28_29LB	gut	Firmicutes
AM31_32	gut	Firmicutes
AM34_10LB	gut	Firmicutes
AM36_18	gut	Firmicutes
TF12_19AC	gut	Firmicutes
AM36_2AA	gut	Firmicutes
AM36_5	gut	Firmicutes
AM41_10BH	gut	Firmicutes
OF03_6AA	gut	Firmicutes
OM08_9BH	gut	Firmicutes
AF12_5	gut	Firmicutes
AF19_4LB	gut	Firmicutes
AF24_16	gut	Firmicutes
AF25_13	gut	Firmicutes
AF25_17	gut	Firmicutes
AF25_3LB	gut	Firmicutes
AF27_11AA	gut	Firmicutes
AF27_12AA	gut	Firmicutes
AF27_3	gut	Firmicutes
AF31_14BH	gut	Firmicutes
AF32_2AC	gut	Firmicutes
AM09_18_1	gut	Firmicutes
AM16_34	gut	Firmicutes
AM22_14LB	gut	Firmicutes
AM27_11LB	gut	Firmicutes
AM27_27	gut	Firmicutes
AM29_1	gut	Firmicutes
AM29_10LB	gut	Firmicutes
AM29_19LB	gut	Firmicutes
AM29_1LB	gut	Firmicutes
AM29_5AC	gut	Firmicutes
AM33_14	gut	Firmicutes
AM41_2AC	gut	Firmicutes
AM49_10BH	gut	Firmicutes
AM49_8	gut	Firmicutes
AM57_5	gut	Firmicutes
OF05_2BH	gut	Firmicutes
OM04_4AA	gut	Firmicutes
OM07_7	gut	Firmicutes
OM08_13AT	gut	Firmicutes
TF08_4	gut	Firmicutes
TF10_12AC	gut	Firmicutes
TF10_6	gut	Firmicutes
AF16_50	gut	Firmicutes
AF17_1AC	gut	Firmicutes
AF17_24	gut	Firmicutes
AF17_6	gut	Firmicutes
AF17_6LB	gut	Firmicutes
AF18_29	gut	Firmicutes
AF19_15	gut	Firmicutes
AF21_11	gut	Firmicutes
AF25_19	gut	Firmicutes
AF26_25AA	gut	Firmicutes
AF34_12	gut	Firmicutes
AF37_20	gut	Firmicutes
AM28_13	gut	Firmicutes
AM31_15AC	gut	Firmicutes
AM43_6	gut	Firmicutes
AM47_2BH	gut	Firmicutes
AM54_1NS	gut	Firmicutes
OM07_17	gut	Firmicutes
TF12_2	gut	Firmicutes
AF31_8BH	gut	Firmicutes
AF14_5	gut	Firmicutes
AF19_29	gut	Firmicutes
AF25_23LB	gut	Firmicutes
AF25_28AC	gut	Firmicutes
AF33_11BH	gut	Firmicutes
AM12_48	gut	Firmicutes
AM18_15	gut	Firmicutes
AM18_44	gut	Firmicutes
AM23_1LB	gut	Firmicutes
AM27_16	gut	Firmicutes
AM29_12LB	gut	Firmicutes
AM32_17LB	gut	Firmicutes
AM34_9LB	gut	Firmicutes
AM36_17	gut	Firmicutes
AM40_10AC	gut	Firmicutes
AM42_10AC	gut	Firmicutes
AM44_9AT	gut	Firmicutes
AM45_2	gut	Firmicutes
AM45_9BH	gut	Firmicutes
AM46_18	gut	Firmicutes
AM50_15BH	gut	Firmicutes
AM54_14NS	gut	Firmicutes
OM05_7	gut	Firmicutes
TF06_23	gut	Firmicutes
TF11_2AC	gut	Firmicutes
TM09_4	gut	Firmicutes
AF17_12	gut	Firmicutes
AF20_12LB	gut	Firmicutes
AM23_1	gut	Firmicutes
AM26_12LB	gut	Firmicutes
OF02_6	gut	Firmicutes
AM22_16	gut	Firmicutes
AF18_46	gut	Firmicutes
OM08_17AT	gut	Firmicutes
AF18_38	gut	Firmicutes
AM27_1LB	gut	Firmicutes
AM58_6	gut	Firmicutes
OM04_6BH	gut	Firmicutes
TF09_3AT	gut	Firmicutes
AM24_4	gut	Firmicutes
TM07_4AT	gut	Firmicutes
AM27_4	gut	Firmicutes
AM25_7	gut	Firmicutes
AM38_16	gut	Firmicutes
AM44_1	gut	Firmicutes
AF30_12BH	gut	Firmicutes
AF42_15	gut	Firmicutes
AM25_15	gut	Firmicutes
AM27_45	gut	Firmicutes
AM33_3BH	gut	Firmicutes
TF04_5_2	gut	Firmicutes
AF13_35	gut	Firmicutes
AM21_19	gut	Firmicutes
AF10_23	gut	Firmicutes
AF13_49B	gut	Firmicutes
AF23_9AC	gut	Firmicutes
AF24_6AC	gut	Firmicutes
AF29_16	gut	Firmicutes
AM28_20	gut	Firmicutes
AM43_2AT	gut	Firmicutes
OM06_9	gut	Firmicutes
OM08_1	gut	Firmicutes
AF14_43	gut	Firmicutes
AM16_9	gut	Firmicutes
AM23_21AC	gut	Firmicutes
OF01_18	gut	Firmicutes
TF05_17AC	gut	Firmicutes
AF04_6	gut	Bacteroidetes
AM09_19	gut	Bacteroidetes
AF02_27	gut	Firmicutes
AF02_46_1	gut	Actinobacteria
AF04_24	gut	Actinobacteria
AF05_8_2	gut	Actinobacteria
AF05_9	gut	Actinobacteria
AF08_23	gut	Actinobacteria
AF10_16	gut	Firmicutes
AF10_3	gut	Firmicutes
AF11_11	gut	Actinobacteria
AF12_19	gut	Firmicutes
AF12_28	gut	Firmicutes
AF13_16	gut	Firmicutes
AF13_28	gut	Firmicutes
AF13_37	gut	Firmicutes
AF14_10	gut	Firmicutes
AF14_35	gut	Actinobacteria
AF14_59	gut	Bacteroidetes
AF15_17LB	gut	Firmicutes
AF15_40	gut	Firmicutes
AF15_43LB	gut	Actinobacteria
AF15_44LB	gut	Proteobacteria
AF15_45LB	gut	Proteobacteria
AF15_51	gut	Actinobacteria
AF15_53	gut	Bacteroidetes
AF16_14LB	gut	Actinobacteria
AF16_49	gut	Bacteroidetes
AF16_8	gut	Actinobacteria
AF17_16	gut	Bacteroidetes
AF17_22AC	gut	Firmicutes
AF17_28	gut	Bacteroidetes
AF18_15LB	gut	Firmicutes
AF18_22	gut	Firmicutes
AF18_27	gut	Firmicutes
AF18_31LB	gut	Firmicutes
AF18_33LB	gut	Actinobacteria
AF18_40	gut	Firmicutes
AF18_52	gut	Bacteroidetes
AF18_8	gut	Actinobacteria
AF18_8LB	gut	Actinobacteria
AF19_1LB	gut	Actinobacteria
AF19_22AC	gut	Firmicutes
AF19_7AC	gut	Actinobacteria
AF19_9AC	gut	Firmicutes
AF19_9LB	gut	Firmicutes
AF20_14LB	gut	Actinobacteria
AF20_17LB	gut	Firmicutes
AF21_14LB	gut	Firmicutes
AF21_18	gut	Firmicutes
AF21_1AC	gut	Firmicutes
AF21_3	gut	Firmicutes
AF21_41	gut	Bacteroidetes
AF21_42	gut	Firmicutes
AF21_51	gut	Actinobacteria
AF21_8LB	gut	Firmicutes
AF22_28AC	gut	Firmicutes
AF22_8LB	gut	Firmicutes
AF22_9	gut	Firmicutes
AF23_2	gut	Actinobacteria
AF23_3LB	gut	Actinobacteria
AF23_4AC	gut	Actinobacteria
AF23_6	gut	Actinobacteria
AF24_19AC	gut	Firmicutes
AF24_32LB	gut	Firmicutes
AF25_13AC	gut	Firmicutes
AF25_2LB	gut	Actinobacteria
AF26_7BH	gut	Bacteroidetes
AF27_2AA	gut	Firmicutes
AF27_33	gut	Bacteroidetes
AF28_13AC	gut	Firmicutes
AF28_5AC	gut	Actinobacteria
AF29_16BH	gut	Firmicutes
AF29_7AC	gut	Actinobacteria
AF31_11	gut	Actinobacteria
AF31_16BH	gut	Firmicutes
AF31_3BH	gut	Firmicutes
AF32_12BH	gut	Firmicutes
AF33_16	gut	Actinobacteria
AF33_1AC	gut	Firmicutes
AF33_22	gut	Firmicutes
AF33_28	gut	Firmicutes
AF34_1BH	gut	Firmicutes
AF35_5AC	gut	Firmicutes
AF36_15AT	gut	Firmicutes
AF36_3AT	gut	Actinobacteria
AF37_5AT	gut	Firmicutes
AF37_6AT	gut	Firmicutes
AF37_9	gut	Actinobacteria
AF38_3AC	gut	Actinobacteria
AF39_11AC	gut	Bacteroidetes
AF39_11AT	gut	Actinobacteria
AF41_9	gut	Firmicutes
AF42_16	gut	Firmicutes
AF42_6	gut	Firmicutes
AF42_9BH	gut	Firmicutes
AF45_4BH	gut	Firmicutes
AF46_10NS	gut	Firmicutes
AF48_12	gut	Bacteroidetes
AF48_14	gut	Bacteroidetes
AM01_30	gut	Firmicutes
AM04_33	gut	Actinobacteria
AM05_1	gut	Firmicutes
AM05_11	gut	Firmicutes
AM05_17	gut	Actinobacteria
AM05_23	gut	Firmicutes
AM05_7	gut	Actinobacteria
AM07_15	gut	Firmicutes
AM07_16	gut	Bacteroidetes
AM07_21	gut	Firmicutes
AM07_24	gut	Firmicutes
AM08_6	gut	Bacteroidetes
AM09_41	gut	Actinobacteria
AM09_45	gut	Firmicutes
AM09_50	gut	Firmicutes
AM10_11	gut	Actinobacteria
AM10_20	gut	Firmicutes
AM10_21B	gut	Bacteroidetes
AM10_26	gut	Actinobacteria
AM10_27	gut	Actinobacteria
AM10_32	gut	Actinobacteria
AM10_48	gut	Actinobacteria
AM11_39	gut	Proteobacteria
AM12_1	gut	Actinobacteria
AM13_34	gut	Actinobacteria
AM15_2	gut	Actinobacteria
AM16_19	gut	Actinobacteria
AM16_21	gut	Actinobacteria
AM16_23	gut	Firmicutes
AM16_24	gut	Bacteroidetes
AM16_25	gut	Firmicutes
AM16_33	gut	Bacteroidetes
AM17_1	gut	Actinobacteria
AM17_17	gut	Firmicutes
AM17_60	gut	Firmicutes
AM18_10	gut	Actinobacteria
AM18_10LB_B	gut	Firmicutes
AM18_2	gut	Proteobacteria
AM18_26	gut	Firmicutes
AM18_35	gut	Firmicutes
AM18_4LB_d2	gut	Firmicutes
AM18_8_1	gut	Proteobacteria
AM20_15AC	gut	Actinobacteria
AM22_13	gut	Firmicutes
AM22_16AC	gut	Firmicutes
AM22_9	gut	Firmicutes
AM23_16LB	gut	Firmicutes
AM23_17	gut	Actinobacteria
AM23_20	gut	Firmicutes
AM23_5	gut	Bacteroidetes
AM24_1	gut	Actinobacteria
AM25_9	gut	Firmicutes
AM27_20	gut	Firmicutes
AM27_36	gut	Firmicutes
AM27_36LB	gut	Firmicutes
AM28_11LB	gut	Actinobacteria
AM28_23LB	gut	Firmicutes
AM28_25	gut	Firmicutes
AM28_29	gut	Firmicutes
AM28_41	gut	Firmicutes
AM29_10AC	gut	Actinobacteria
AM29_15	gut	Firmicutes
AM29_23AC	gut	Firmicutes
AM29_26	gut	Firmicutes
AM30_15AC	gut	Firmicutes
AM30_24	gut	Firmicutes
AM30_3LB	gut	Actinobacteria
AM31_2AC	gut	Actinobacteria
AM32_19	gut	Firmicutes
AM33_3	gut	Firmicutes
AM33_4BH	gut	Actinobacteria
AM34_10	gut	Actinobacteria
AM34_19LB	gut	Bacteroidetes
AM36_4AA	gut	Actinobacteria
AM38_1BH	gut	Actinobacteria
AM39_30AC	gut	Actinobacteria
AM39_5BH	gut	Firmicutes
AM40_2AC	gut	Firmicutes
AM40_7AC	gut	Actinobacteria
AM41_2BH	gut	Actinobacteria
AM42_11	gut	Firmicutes
AM42_12AC	gut	Firmicutes
AM42_17	gut	Firmicutes
AM42_18AC	gut	Actinobacteria
AM42_4	gut	Firmicutes
AM42_5AC	gut	Firmicutes
AM43_1	gut	Actinobacteria
AM44_11	gut	Actinobacteria
AM44_1BH	gut	Firmicutes
AM45_5	gut	Firmicutes
AM46_8	gut	Firmicutes
AM48_27BH	gut	Firmicutes
AM49_13BH	gut	Firmicutes
AM51_8	gut	Firmicutes
AM51_8BH	gut	Firmicutes
AM54_8XD	gut	Firmicutes
AM58_1XD	gut	Firmicutes
AM58_2XD	gut	Bacteroidetes
AM58_7XD	gut	Firmicutes
AM58_8	gut	Firmicutes
OF01_20	gut	Firmicutes
OF01_2LB	gut	Firmicutes
OF01_3	gut	Firmicutes
OF01_4LB	gut	Firmicutes
OF02_10	gut	Actinobacteria
OF02_3LB	gut	Bacteroidetes
OF03_15BH	gut	Firmicutes
OF03_18AA	gut	Firmicutes
OF03_24	gut	Firmicutes
OF03_4AA	gut	Actinobacteria
OF04_15BH	gut	Bacteroidetes
OF09_1	gut	Firmicutes
OF09_10	gut	Firmicutes
OF09_22XD	gut	Firmicutes
OF09_27	gut	Firmicutes
OF09_33XD	gut	Firmicutes
OF09_36	gut	Firmicutes
OF09_6	gut	Firmicutes
OF10_2	gut	Firmicutes
OF13_6	gut	Firmicutes
OM02_15	gut	Firmicutes
OM02_18AC	gut	Firmicutes
OM02_2AC	gut	Firmicutes
OM02_2LB	gut	Firmicutes
OM04_11BH	gut	Firmicutes
OM04_12BH	gut	Firmicutes
OM04_18BH	gut	Firmicutes
OM04_5	gut	Actinobacteria
OM05_10AA	gut	Bacteroidetes
OM05_10BH	gut	Firmicutes
OM05_12	gut	Bacteroidetes
OM06_18AC	gut	Actinobacteria
OM06_36AC	gut	Firmicutes
OM06_6AC	gut	Firmicutes
OM07_12	gut	Actinobacteria
OM08_11	gut	Bacteroidetes
OM08_11BH	gut	Firmicutes
OM08_14AT	gut	Actinobacteria
OM08_17BH	gut	Bacteroidetes
OM08_24	gut	Firmicutes
OM08_6BH	gut	Firmicutes
OM08_7	gut	Firmicutes
TF05_9AC	gut	Actinobacteria
TF06_43	gut	Firmicutes
TF06_6AC	gut	Actinobacteria
TF07_1	gut	Actinobacteria
TF08_11	gut	Firmicutes
TF08_11AT	gut	Actinobacteria
TF09_1AT	gut	Actinobacteria
TF10_11AT	gut	Actinobacteria
TF11_5AC	gut	Actinobacteria
TF12_2AT	gut	Actinobacteria
TF12_30	gut	Bacteroidetes
TM04_29	gut	Actinobacteria
TM04_9	gut	Actinobacteria
TM05_37	gut	Actinobacteria
TM05_38	gut	Actinobacteria
TM05_53	gut	Firmicutes
TM06_3	gut	Actinobacteria
TM06_36	gut	Actinobacteria
TM06_47	gut	Firmicutes
TM07_1AC	gut	Bacteroidetes
TM09_10AT	gut	Actinobacteria
TM10_16AC	gut	Firmicutes
TM10_22	gut	Actinobacteria
TM10_9AT	gut	Firmicutes
AF36_15BH	gut	Firmicutes
AF04_47	gut	Firmicutes
AM48_14BH	gut	Firmicutes
AF36_20BH	gut	Firmicutes
AF13_2	gut	Firmicutes
AM27_22LB	gut	Firmicutes
AM27_24	gut	Firmicutes
OF06_4	gut	Firmicutes
AF03_13	gut	Firmicutes
D129.Enterococcus	cholecyst	Firmicutes
D160.Enterococcus	cholecyst	Firmicutes
D84.Enterococcus	cholecyst	Firmicutes
D72.Enterococcus	cholecyst	Firmicutes
D97.Enterococcus	cholecyst	Firmicutes
D73.Enterococcus	cholecyst	Firmicutes
D128.Enterococcus_faecalis	cholecyst	Firmicutes
D4.Enterococcus	cholecyst	Firmicutes
D4.Providencia	cholecyst	Proteobacteria
D126.Klebsiella	cholecyst	Proteobacteria
D72.Klebsiella	cholecyst	Proteobacteria
D128.Enterococcus_casseliflavus	cholecyst	Firmicutes
D73.Escherichia	cholecyst	Proteobacteria
D160.Klebsiella	cholecyst	Proteobacteria
D84.Lysinibacillus	cholecyst	Firmicutes
D126.unknown	cholecyst	Proteobacteria
D129.Escherichia	cholecyst	Proteobacteria
D139.Klebsiella	cholecyst	Proteobacteria
D66.Klebsiella	cholecyst	Proteobacteria
D97.Klebsiella	cholecyst	Proteobacteria
D66.Paenibacillus	cholecyst	Firmicutes
D4.Citrobacter	cholecyst	Proteobacteria
D128.Citrobacter	cholecyst	Proteobacteria
D128.Lactobacillus	cholecyst	Firmicutes
D126.Lactobacillus	cholecyst	Firmicutes
D97.Citrobacter	cholecyst	Proteobacteria
D129.Citrobacter	cholecyst	Proteobacteria
D129.Klebsiella	cholecyst	Proteobacteria
D160.Citrobacter	cholecyst	Proteobacteria
D126.Psychrobacter	cholecyst	Proteobacteria
D4.Morganella	cholecyst	Proteobacteria
D128.Solibacillus	cholecyst	Firmicutes
D139.Staphylococcus	cholecyst	Firmicutes
D66.Corynebacterium	cholecyst	Actinobacteria
D128.Corynebacterium	cholecyst	Actinobacteria
